36014,36089
36038,36089
36089,36089
36092,36089
36103,36089
36104,36148
36194,36258
36292,36420
36475,36453
36565,36856
36662,36878
36704,37081
36731,37140
36749,37251
36802,37608
36882,37685
36885,37730
36887,37730
36993,37730
37062,37730
37191,37730
37292,37730
37488,37730
37528,37730
37622,37730
37630,37730
37723,38038
37730,38051
37778,38116
37941,38171
37947,38171
38047,38171
38074,38171
38144,38171
38161,38171
38171,38171
38192,38171
38262,38171
38305,38171
38337,38171
38398,38171
38583,38171
38602,38176
39003,38470
39085,38528
39226,38551
39243,38708
39251,38899
39296,38995
39312,39122
39316,39162
39320,39369
39428,39464
39467,39467
39558,39467
39670,39467
39793,39467
39807,39467
39816,39467
39827,39467
39865,39467
39915,39467
39925,39605
39993,39798
40141,40042
40158,40334
40205,40461
40206,40901
40256,41026
40346,41038
40364,41397
40666,41627
40956,41740
41025,41962
41027,42179
41045,42288
41060,42348
41180,42450
41201,42455
41315,42483
41905,42878
41922,43136
41928,43155
41980,43234
42123,43286
42166,43286
42503,43518
42532,43751
42579,43757
42686,44159
42692,44649
43129,44676
43252,44967
43286,45070
43293,45533
43336,45734
43393,45839
43599,46065
43825,46131
43980,46131
44051,46131
44107,46131
44252,46131
44374,46131
44407,46131
44629,46131
44698,46131
44746,46131
44778,46131
44816,46131
45026,46131
45068,46131
45091,46131
45166,46131
45310,46131
45553,46131
45641,46131
45693,46226
45990,46238
46131,46316
46174,46503
46176,46519
46185,46584
46240,46584
46319,46584
46381,46584
46495,46584
46520,46584
46554,46584
46584,46715
46764,46877
46786,47552
46924,47552
46944,47552
46965,47552
47054,47552
47055,47552
47057,47552
47173,47552
47190,47552
47293,47636
47467,47662
47468,47731
47552,47895
47979,47973
47981,48362
47982,48368
47999,48368
48192,48368
48345,48368
48367,48368
48368,48368
48375,48368
48387,48368
48467,48368
48629,48368
48877,48368
49397,48368
49482,48368
49707,48782
49866,48796
49897,48965
49946,50175
49970,50219
50002,50421
50100,50542
50261,50609
50263,51188
50309,51202
50392,51306
50418,51506
50539,51660
50578,51702
50623,51980
50638,52214
50660,52296
50771,52637
50829,52649
50851,52775
50926,52810
50951,53020
51054,53175
51066,53188
51088,53300
51110,53432
51418,53502
51728,53519
51923,53590
52076,53888
52159,53951
52303,54157
52460,54357
52506,54357
52534,54357
52541,54357
52738,54357
52750,54357
52772,54357
52792,54357
52816,54732
53010,54937
53044,54948
53156,55086
53311,55383
53579,55403
53666,55678
53704,55687
53705,55865
53719,55933
53890,56000
54107,56000
54241,56000
54262,56000
54357,56000
54543,56000
54635,56000
54823,56000
54877,56000
54882,56000
54945,56000
54987,56267
55501,56318
55623,56339
55924,56569
56000,56680
56076,56848
56101,56935
56103,57037
56136,57117
56538,57117
56639,57117
56685,57117
56693,57117
56755,57117
56849,57117
56977,57117
57117,57117
57138,57117
57231,57117
57243,57117
57245,57117
57262,57117
57298,57117
57319,57117
57473,57160
57974,57292
58045,57390
58050,57915
58083,58026
58158,58394
58303,59022
58632,59148
58685,59202
58732,59294
58771,59306
59455,59542
59541,59542
59542,59542
59659,59542
59680,59542
59702,59542
59739,59542
59774,59542
60005,59542
60019,59542
60140,59542
60198,59542
60327,59542
60378,59542
60383,59542
60616,59542
60652,59542
60693,59542
61075,59542
61189,59543
61203,59558
61234,59604
61532,59975
61567,60329
61626,60658
61773,60775
61985,61021
61987,61276
62006,61725
62066,61869
62156,61952
62170,62180
62236,62471
62531,62842
62705,62868
62806,63199
62890,63235
62970,63379
62992,63450
63009,63803
63252,63803
63364,63803
63436,63803
63443,63803
63500,63803
63509,63803
63575,64882
63737,64951
63803,64983
64105,65079
64167,65120
64180,65334
64404,65439
64783,65439
64810,65439
64935,65439
65053,65439
65075,65439
65083,65439
65243,65439
65390,65439
65439,65439
65498,65439
65715,65439
65842,65439
65922,65439
65923,65439
66100,65439
66108,65461
66217,65596
66228,65734
66500,65984
66809,66029
66844,66182
66906,66275
67034,66766
67048,66781
67053,66948
67064,67031
67095,67104
67241,67119
67279,67336
67290,67442
67472,67642
67696,67705
67708,67964
67811,67968
68068,68252
68074,68305
68109,68313
68231,68499
68490,68582
68498,68582
68582,68582
69013,68582
69088,68582
69125,68978
69173,69190
69179,69244
69417,69496
69493,69714
69499,69752
69532,69809
69589,70157
70019,70224
70127,70483
70362,70590
70434,70590
70590,70590
70822,70590
70825,70590
70913,70590
71045,70590
71321,70590
71384,70590
71489,70590
71770,70590
71785,70590
71788,70590
71812,70590
71905,70590
71921,70590
71956,70590
71994,70590
72087,70590
72157,70590
72193,70822
72309,70822
72390,70822
72483,70822
72595,70822
72735,70822
72933,70822
72960,70822
73116,70822
73217,70822
73276,70822
73278,70822
73374,70822
73494,70822
73563,70822
73633,70822
73979,70822
74366,70822
74503,70822
74556,71010
74623,71034
74676,71074
74779,71111
74813,71378
74884,71633
74942,71747
74948,71761
75055,71782
75148,71830
75256,71911
75283,71970
75286,72085
75288,72101
75430,72181
75434,72304
75435,72335
75498,72343
75549,72441
75567,72487
75624,72611
75731,72650
76089,72864
76105,73250
76115,73338
76259,73557
76273,73585
76310,73685
76358,73860
76413,73873
76421,73875
76437,74069
76512,74180
76680,74511
76747,74556
77033,74556
77080,74556
77138,74556
77226,74556
77342,74556
77349,74556
77464,74556
77562,74556
77624,74556
77695,74556
77752,74556
77863,74556
78007,74556
78097,74556
78150,74556
78327,74556
78420,74556
78427,74623
78449,74623
78475,74623
78511,74623
78654,74623
78669,74623
78727,74623
78740,74623
79055,74761
79152,74803
79321,74883
79329,74906
79525,75035
79628,75289
79742,75331
79824,75494
79941,75791
80038,75839
80067,75862
80074,75881
80315,76392
80323,76524
80373,76800
80484,76835
80493,76950
80583,76996
80599,77034
80614,77080
80619,77080
80643,77080
80687,77080
80754,77080
80784,77080
80814,77080
80832,77080
80967,77080
81204,77080
81225,77080
81269,77080
81279,77177
81370,77187
81371,77500
81418,78056
81423,78072
81572,78334
81682,78522
82040,78595
82069,79269
82104,79430
82150,79436
82209,79481
82233,79848
82269,80192
82297,80233
82519,80446
82572,80601
82603,81118
82611,81573
82951,81668
82974,81747
83126,81999
83391,82069
83440,82069
83455,82069
83465,82069
83527,82069
83619,82069
83927,82069
84028,82069
84213,82069
84225,82069
84334,82069
84400,82069
84409,82069
84452,82069
84554,82069
84561,82069
84624,82069
84853,82069
84858,82069
84924,82069
84938,82248
85056,82354
85180,82409
85358,82448
85601,82624
85660,82638
85678,82639
85766,82816
85775,83055
86150,83110
86217,83207
86412,83226
86551,83599
86581,83813
86640,84152
86659,84225
86690,84225
86703,84225
86749,84225
87026,84225
87133,84225
87532,84225
87581,84225
87590,84225
87608,84225
87613,84225
87642,84658
87663,84696
87788,84728
87840,84939
87899,84972
87975,85091
88138,85286
88183,85408
88194,85540
88276,85723
88376,85798
88456,85999
88661,86204
88725,86439
88795,86492
89082,86581
89105,86581
89176,86581
89223,86581
89241,86581
89249,86581
89304,86581
89330,86581
89557,86581
89589,86581
89617,86581
89712,86581
89727,86581
89970,86581
90120,86581
90141,86581
90208,86581
90330,86597
90352,86819
90400,87567
90426,87581
90586,87581
90593,87581
90667,87581
90911,87581
90955,87581
90978,87581
91104,87581
91249,87581
91269,87581
91276,87581
91319,87581
91323,87581
91328,87581
91345,87581
91404,87581
91561,87581
91573,87640
91586,87764
91663,87800
92076,87857
92078,87899
92128,87899
92151,87899
92155,87899
92187,88026
92426,88283
92469,88309
92543,88748
92556,88986
92635,89264
92651,89508
92688,89669
92801,90710
93055,90976
93060,91018
93300,91050
93307,91109
93338,91242
93340,91418
93351,91781
93683,91848
93734,91852
93760,91936
93804,92078
93811,92078
93914,92078
94002,92078
94201,92078
94603,92078
94609,92078
94691,92078
94878,92078
94883,92078
94929,92199
94937,92469
95005,92469
95007,92469
95036,92653
95054,92894
95083,93216
95120,93749
95224,93943
95455,94116
95560,94274
95736,94321
95937,94470
95974,94596
95980,94609
96020,94609
96028,94609
96268,94609
96387,94609
96430,94609
96450,94609
96552,94609
96572,94609
96730,94609
96736,94609
96740,94609
96761,94609
96794,94854
96825,94948
96833,95152
96936,95189
96980,95439
97110,95734
97253,95937
97371,95937
97414,95937
97468,95937
97542,95937
97543,95937
97587,95937
97772,95937
97919,95937
97959,95959
98191,96201
98463,96489
98688,96497
98790,96515
98826,96976
98835,97447
98853,97650
98898,97892
98997,98492
99066,98679
99138,98694
99202,98708
99218,98826
99414,98835
99542,98835
99601,98835
99688,98835
99735,98835
99813,98958
99849,99451
99908,99579
99946,99733
